,Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary,Country,Salary_Amount,Salary_Currency,Salary_USD
160,Yasmeen Khaled,Yasmeen,Khaled,F,1969-04-25,1997-07-05,yasmeen.khaled@gmail.com,56,28,Toronto,Teacher,S,Diploma,134478.0 CAD,Canada,134478,CAD,98168.94
161,Adel Fady,Adel,Fady,M,2006-01-16,2025-06-23,adel.fady@gmail.com,19,0,Riyadh,Nurse,S,Diploma,57309.92467532468 USD,Saudi Arabia,57309,USD,57309.0
162,Rana Galal,Rana,Galal,F,1969-11-25,2008-06-20,rgalal@gmail.com,55,17,Berlin,Pharmacist,M,Bachelor,10796.0 EGP,Germany,10796,EGP,345.47
163,Medhat Jamal,Medhat,Jamal,M,1982-05-16,2005-07-10,medhat.jamal@gmail.com,43,20,Buenos Aires,Doctor,M,Bachelor,11807.67 GBP,Argentina,11807,GBP,14758.75
164,Sana Ramy,Sana,Ramy,F,2006-03-24,2025-09-01,sana.ramy@gmail.com,19,0,São Paulo,Mechanical Engineer,M,Masters,70052.87818181819 AUD,Brazil,70052,AUD,45533.8
165,Aisha Khaled,Aisha,Khaled,F,1989-06-13,2024-07-19,aisha.khaled@gmail.com,36,1,New York,Dentist,S,Master,48374.044285714284 CAD,United States,48374,CAD,35313.02
167,Waleed Mostafa,Waleed,Mostafa,M,2005-10-09,2023-11-24,waleed.mostafa@gmail.com,20,2,Istanbul,Sales Manager,M,Diploma,51380.0 EGP,Turkey,51380,EGP,1644.16
168,Samar Latif,Samar,Latif,F,1965-08-25,1991-10-30,slatif@gmail.com,59,34,Doha,Financial Analyst,M,Master,12329.0 AUD,Qatar,12329,AUD,8013.85
169,Hala Ibrahim,Hala,Ibrahim,F,1966-09-10,2026-01-02,hibrahim@gmail.com,58,0,Los Angeles,Nurse,M,Master,49226.23489795918 CAD,United States,49226,CAD,35934.98
170,Kareem Ihab,Kareem,Ihab,M,1965-05-17,2025-07-25,kihab@gmail.com,59,0,Sharjah,Lawyer,S,PhD,57930.010307692304 CAD,United Arab Emirates,57930,CAD,42288.9
172,Fatima Fady,Fatima,Fady,F,1981-01-01,2006-07-03,ffady@gmail.com,44,19,Toronto,Graphic Designer,M,Diploma,8540.25 GBP,Canada,8540,GBP,10675.0
173,Nour Sami,Nour,Sami,F,1968-04-16,2000-12-13,nour.sami@gmail.com,57,25,Rabat,Software Developer,M,Bachelor,106920.0 CAD,Morocco,106920,CAD,78051.6
174,Sami Ashraf,Sami,Ashraf,M,1984-01-04,2016-08-26,sami.ashraf@gmail.com,41,9,Seoul,Dentist,S,Bachelor,6946.67 CAD,South Korea,6946,CAD,5070.58
175,Adel Amr,Adel,Amr,M,1984-09-06,2007-10-04,adel.amr@gmail.com,41,18,New York,Pharmacist,M,Bachelor,108178.0 AUD,United States,108178,AUD,70315.7
177,Yasmeen Nader,Yasmeen,Nader,F,1973-05-07,2014-11-11,ynader@gmail.com,52,11,New York,Sales Manager,S,Diploma,121992.0 EGP,United States,121992,EGP,3903.74
178,Nader Youssef,Nader,Youssef,M,2005-08-25,2024-11-20,nader.youssef@gmail.com,20,1,Doha,Doctor,M,Bachelor,54015.35071428572 USD,Qatar,54015,USD,54015.0
179,Hany Ibrahim,Hany,Ibrahim,M,1980-05-08,2005-06-09,hibrahim@gmail.com,45,20,Mansoura,Financial Analyst,M,Bachelor,11465.17 EGP,Egypt,11465,EGP,366.88
180,Fouad Jamal,Fouad,Jamal,M,1972-09-27,2021-12-27,fouad.jamal@gmail.com,53,4,Beirut,Software Developer,S,Bachelor,62572.0 AUD,Lebanon,62572,AUD,40671.8
181,Nour Jamal,Nour,Jamal,F,1982-03-21,2000-11-08,nour.jamal@gmail.com,43,25,New York,Financial Analyst,S,PhD,112412.0 EUR,United States,112412,EUR,120280.84
182,Omar Amr,Omar,Amr,M,1965-07-16,2010-12-06,omar.amr@gmail.com,59,15,Berlin,Lawyer,M,PhD,115198.0 EUR,Germany,115198,EUR,123261.86
183,Eslam Abdullah,Eslam,Abdullah,M,1974-09-06,1999-03-01,eslam.abdullah@gmail.com,51,26,Moscow,Pharmacist,S,Masters,138312.0 EUR,Russia,138312,EUR,147993.84
184,Ziad Rafik,Ziad,Rafik,M,1967-04-22,2012-10-27,ziad.rafik@gmail.com,58,13,Mumbai,Architect,M,Masters,120295.0 EUR,India,120295,EUR,128715.65
185,Layla Galal,Layla,Galal,F,1971-02-08,2017-12-31,layla.galal@gmail.com,54,8,Jeddah,Mechanical Engineer,M,Masters,77601.0 AUD,Saudi Arabia,77601,AUD,50440.65
186,Zaki Ahmed,Zaki,Ahmed,M,1977-04-02,2018-10-15,zahmed@gmail.com,48,7,São Paulo,Graphic Designer,S,Bachelor,78217.0 GBP,Brazil,78217,GBP,97771.25
187,Layla Nabil,Layla,Nabil,F,1996-10-11,2023-03-01,layla.nabil@gmail.com,29,2,London,Civil Engineer,M,PhD,5448.17 USD,United Kingdom,5448,USD,5448.0
188,Ashraf Saad,Ashraf,Saad,M,1997-04-28,2021-08-26,asaad@gmail.com,28,4,Cape Town,Business Analyst,S,Bachelor,4349.33 JPY,South Africa,4349,JPY,28.7
189,Kamal Rafik,Kamal,Rafik,M,1989-04-17,2013-04-07,kamal.rafik@gmail.com,36,12,Jeddah,Sales Manager,S,High School,113227.0 JPY,Saudi Arabia,113227,JPY,747.3
190,Aisha Ihab,Aisha,Ihab,F,1989-11-08,2019-10-23,aihab@gmail.com,36,6,Abu Dhabi,Accountant,S,High School,6437.67 USD,United Arab Emirates,6437,USD,6437.0
191,Abdullah Ali,Abdullah,Ali,M,1991-04-23,2014-01-24,abdullah.ali@gmail.com,34,12,Kuwait City,Civil Engineer,M,Masters,9804.25 GBP,Kuwait,9804,GBP,12255.0
192,Hany Maged,Hany,Maged,M,1985-08-07,2007-11-08,hmaged@gmail.com,40,18,New York,Architect,S,PhD,104068.0 AUD,United States,104068,AUD,67644.2
193,Reem Saad,Reem,Saad,F,1971-02-22,2020-05-19,rsaad@gmail.com,54,5,Muscat,Engineer,S,PhD,92485.0 EGP,Oman,92485,EGP,2959.52
194,Sana Galal,Sana,Galal,F,1977-11-26,1998-10-26,sana.galal@gmail.com,48,27,Los Angeles,Engineer,S,Bachelor,114786.0 CAD,United States,114786,CAD,83793.78
195,Khalil Eslam,Khalil,Eslam,M,1995-02-12,2017-06-26,khalil.eslam@gmail.com,30,8,Beirut,Nurse,M,PhD,7012.17 CAD,Lebanon,7012,CAD,5118.76
196,Ruqayya Medhat,Ruqayya,Medhat,F,1968-09-01,1995-02-17,ruqayya.medhat@gmail.com,56,31,Rabat,Civil Engineer,S,Bachelor,116421.0 GBP,Morocco,116421,GBP,145526.25
198,Salma Nabil,Salma,Nabil,F,2001-10-13,2025-04-06,salma.nabil@gmail.com,24,0,Berlin,Engineer,M,Diploma,58308.8570967742 JPY,Germany,58308,JPY,384.83
199,Hesham Abdelrahman,Hesham,Abdelrahman,M,1998-04-15,2018-03-31,hesham.abdelrahman@gmail.com,27,7,São Paulo,Architect,S,High School,7819.58 AUD,Brazil,7819,AUD,5082.35
200,Heba Mounir,Heba,Mounir,F,2004-07-23,2024-11-23,hmounir@gmail.com,21,1,Toronto,Graphic Designer,M,Master,64345.778000000006 GBP,Canada,64345,GBP,80431.25
201,Wael Medhat,Wael,Medhat,M,2003-01-21,2025-06-05,wael.medhat@gmail.com,22,0,Istanbul,Data Scientist,S,PhD,49955.7164 USD,Turkey,49955,USD,49955.0
202,Sami Hassan,Sami,Hassan,M,1989-02-17,2021-09-10,sami.hassan@gmail.com,36,4,Jeddah,Sales Manager,S,Masters,54456.0 JPY,Saudi Arabia,54456,JPY,359.41
203,Nour Hatem,Nour,Hatem,F,1996-03-06,2022-03-18,nour.hatem@gmail.com,29,3,Riyadh,Graphic Designer,S,Master,4501.08 CAD,Saudi Arabia,4501,CAD,3285.73
204,Medhat Sami,Medhat,Sami,M,1975-04-25,2008-10-19,medhat.sami@gmail.com,50,17,Rabat,Graphic Designer,S,Bachelor,106753.0 EGP,Morocco,106753,EGP,3416.1
206,Tarek Hatem,Tarek,Hatem,M,1991-02-18,2021-07-15,tarek.hatem@gmail.com,34,4,Mumbai,Pharmacist,M,Diploma,69148.0 CAD,India,69148,CAD,50478.04
207,Yasmeen Kamal,Yasmeen,Kamal,F,1978-12-15,2004-12-02,yasmeen.kamal@gmail.com,47,22,Muscat,Mechanical Engineer,M,Bachelor,111202.0 JPY,Oman,111202,JPY,733.93
209,Hanan Tarek,Hanan,Tarek,F,1975-03-05,1995-08-01,hanan.tarek@gmail.com,50,30,Cairo,Architect,S,Bachelor,9788.58 GBP,Egypt,9788,GBP,12235.0
210,Hala Hassan,Hala,Hassan,F,1976-02-18,2013-09-22,hala.hassan@gmail.com,49,12,Seoul,Business Analyst,M,Masters,10602.0 GBP,South Korea,10602,GBP,13252.5
211,Ibrahim Abdelrahman,Ibrahim,Abdelrahman,M,2007-01-13,2025-04-13,iabdelrahman@gmail.com,18,0,Berlin,Teacher,S,Master,64591.17772727273 JPY,Germany,64591,JPY,426.3
212,Asmaa Kareem,Asmaa,Kareem,F,1993-01-23,2023-01-02,asmaa.kareem@gmail.com,32,3,Beijing,Business Analyst,M,High School,56428.0 AUD,China,56428,AUD,36678.2
213, Jamal Hatem ,Jamal,Hatem,M,1972-09-06,1990-06-08,jhatem@gmail.com,53,35,Beirut,Teacher,M,Bachelor,9401.33 EGP,Lebanon,9401,EGP,300.83
214,Hossam Wael,Hossam,Wael,M,1982-11-26,2007-03-10,hossam.wael@gmail.com,43,18,Amman,Data Scientist,S,Master,119630.0 CAD,Jordan,119630,CAD,87329.9
215,Nada Maged,Nada,Maged,F,1995-04-15,2018-06-14,nada.maged@gmail.com,30,7,Muscat,Dentist,M,Diploma,7628.67 GBP,Oman,7628,GBP,9535.0
216,Heba Khalil,Heba,Khalil,F,2005-10-07,2025-07-01,heba.khalil@gmail.com,20,0,Seoul,Data Scientist,S,Masters,51674.75681818181 USD,South Korea,51674,USD,51674.0
217,Esraa Ziad,Esraa,Ziad,F,1987-10-03,2020-07-29,esraa.ziad@gmail.com,38,5,Amman,Financial Analyst,M,Bachelor,79468.0 GBP,Jordan,79468,GBP,99335.0
218,Zainab Latif,Zainab,Latif,F,1975-02-14,1998-06-25,zainab.latif@gmail.com,50,27,Riyadh,Teacher,M,High School,10611.92 USD,Saudi Arabia,10611,USD,10611.0
219,Lina Ihab,Lina,Ihab,F,1976-07-13,2018-06-11,lihab@gmail.com,49,7,Mansoura,Lawyer,M,Bachelor,90051.0 JPY,Egypt,90051,JPY,594.34
220,Medhat Omar,Medhat,Omar,M,1996-02-23,2016-12-05,medhat.omar@gmail.com,29,9,Riyadh,Electrical Engineer,M,Diploma,83119.0 AUD,Saudi Arabia,83119,AUD,54027.35
221,Aisha Abdelrahman,Aisha,Abdelrahman,F,1996-11-11,2021-07-31,aisha.abdelrahman@gmail.com,29,4,Jeddah,Sales Manager,M,Masters,64710.0 CAD,Saudi Arabia,64710,CAD,47238.3
222,Nour Amr,Nour,Amr,F,2005-05-23,2025-02-15,namr@gmail.com,20,0,Seoul,Mechanical Engineer,S,Bachelor,67697.5404 USD,South Korea,67697,USD,67697.0
223,Khaled Bassem,Khaled,Bassem,M,1968-12-05,2007-04-25,kbassem@gmail.com,56,18,Kuwait City,Engineer,S,High School,122424.0 JPY,Kuwait,122424,JPY,808.0
225,Hassan Zaki,Hassan,Zaki,M,1994-03-27,2013-03-10,hzaki@gmail.com,31,12,Istanbul,Dentist,S,Master,9085.17 USD,Turkey,9085,USD,9085.0
226,Zainab Eslam,Zainab,Eslam,F,1972-01-16,2020-01-17,zainab.eslam@gmail.com,53,6,Cairo,Teacher,M,Bachelor,78721.0 EGP,Egypt,78721,EGP,2519.07
227,Mohamed Hany,Mohamed,Hany,M,1972-07-11,2003-07-12,mohamed.hany@gmail.com,53,22,Berlin,Lawyer,S,PhD,126766.0 CAD,Germany,126766,CAD,92539.18
228,Jamal Nabil,Jamal,Nabil,M,1989-03-22,2009-08-07,jamal.nabil@gmail.com,36,16,Doha,Engineer,S,High School,144062.0 CAD,Qatar,144062,CAD,105165.26
229,Sahar Abdullah,Sahar,Abdullah,F,1993-06-19,2016-09-15,sahar.abdullah@gmail.com,32,9,Toronto,Software Developer,M,Master,96607.0 AUD,Canada,96607,AUD,62794.55
230,Hanan Hassan,Hanan,Hassan,F,1974-09-04,2012-07-07,hhassan@gmail.com,51,13,Alexandria,Dentist,M,PhD,105381.0 GBP,Egypt,105381,GBP,131726.25
231,Rania Yahya,Rania,Yahya,F,1986-02-19,2025-07-26,rania.yahya@gmail.com,39,0,Beijing,Architect,M,High School,55337.53206896551 EUR,China,55337,EUR,59210.59
232,Hossam Khalil,Hossam,Khalil,M,1987-01-15,2013-05-20,hossam.khalil@gmail.com,38,12,London,Lawyer,M,Bachelor,122156.0 AUD,United Kingdom,122156,AUD,79401.4
233,Rania Jamal,Rania,Jamal,F,1970-01-03,2012-02-12,rania.jamal@gmail.com,55,14,Toronto,Civil Engineer,M,Masters,145947.0 AUD,Canada,145947,AUD,94865.55
234,Tarek Medhat,Tarek,Medhat,M,1995-03-12,2020-08-01,tarek.medhat@gmail.com,30,6,Beijing,Mechanical Engineer,M,Bachelor,90143.0 EGP,China,90143,EGP,2884.58
235,Hala Khaled,Hala,Khaled,F,1969-04-14,1998-10-25,hala.khaled@gmail.com,56,27,Sydney,Civil Engineer,S,Bachelor,143915.0 GBP,Australia,143915,GBP,179893.75
236,Amr Hussein,Amr,Hussein,M,2006-09-09,2025-01-10,amr.hussein@gmail.com,18,1,Cape Town,Software Developer,S,Master,42358.566666666666 AUD,South Africa,42358,AUD,27532.7
237,Rania Bassem,Rania,Bassem,F,1997-08-22,2023-11-29,rania.bassem@gmail.com,28,2,Sharjah,Financial Analyst,S,Masters,5165.5 CAD,United Arab Emirates,5165,CAD,3770.45
238,Ruqayya Tamer,Ruqayya,Tamer,F,1989-05-16,2008-12-18,rtamer@gmail.com,36,17,São Paulo,Sales Manager,M,Bachelor,10691.17 CAD,Brazil,10691,CAD,7804.43
239,Khadija Nader,Khadija,Nader,F,1975-09-18,2002-07-18,khadija.nader@gmail.com,50,23,Riyadh,Data Scientist,M,Bachelor,10004.42 JPY,Saudi Arabia,10004,JPY,66.03
240,Osama Yahya,Osama,Yahya,M,1998-11-01,2025-03-23,osama.yahya@gmail.com,27,0,Berlin,Electrical Engineer,M,Master,50896.72625 JPY,Germany,50896,JPY,335.91
241,Khalil Mohamed,Khalil,Mohamed,M,1967-08-18,1985-05-09,khalil.mohamed@gmail.com,57,40,São Paulo,Electrical Engineer,S,High School,141587.0 JPY,Brazil,141587,JPY,934.47
242,Aisha Maged,Aisha,Maged,F,1971-07-10,2022-07-11,aisha.maged@gmail.com,54,3,Beirut,Sales Manager,S,Masters,59380.0 USD,Lebanon,59380,USD,59380.0
243,Amr Sami,Amr,Sami,M,2007-12-12,2025-04-21,amr.sami@gmail.com,17,0,Alexandria,Nurse,S,Bachelor,51661.53710144928 GBP,Egypt,51661,GBP,64576.25
244,Kamal Fouad,Kamal,Fouad,M,2004-01-08,2024-06-13,kamal.fouad@gmail.com,21,1,Kuwait City,Dentist,M,Diploma,59832.792 CAD,Kuwait,59832,CAD,43677.36
245,Mounir Tarek,Mounir,Tarek,M,2005-12-14,2025-11-26,mounir.tarek@gmail.com,20,0,Toronto,Pharmacist,S,Bachelor,41590.8164 GBP,Canada,41590,GBP,51987.5
246,Nour Tamer,Nour,Tamer,F,1966-07-05,1985-12-04,nour.tamer@gmail.com,58,40,Beijing,Teacher,S,Bachelor,11579.25 USD,China,11579,USD,11579.0
247,Maha Osama,Maha,Osama,F,1967-01-22,1987-10-12,maha.osama@gmail.com,58,38,Alexandria,Dentist,S,Bachelor,128942.0 CAD,Egypt,128942,CAD,94127.66
248,Medhat Medhat,Medhat,Medhat,M,2004-06-13,2024-07-30,mmedhat@gmail.com,21,1,Beirut,Doctor,M,Bachelor,56858.260833333334 USD,Lebanon,56858,USD,56858.0
249,Hassan Abdelrahman,Hassan,Abdelrahman,M,1994-09-09,2025-04-30,hassan.abdelrahman@gmail.com,31,0,Paris,Electrical Engineer,S,Bachelor,59183.50761904762 EUR,France,59183,EUR,63325.81
250,Nada Osama,Nada,Osama,F,1992-03-25,2021-11-01,nada.osama@gmail.com,33,5,Abu Dhabi,Accountant,M,Bachelor,94731.0 JPY,United Arab Emirates,94731,JPY,625.22
251,Noha Hatem,Noha,Hatem,F,2000-05-04,2025-12-09,noha.hatem@gmail.com,25,0,Rabat,Graphic Designer,S,High School,56392.07125 JPY,Morocco,56392,JPY,372.19
252,Sana Ziad,Sana,Ziad,F,1989-07-10,2017-03-27,sana.ziad@gmail.com,36,8,Riyadh,Architect,S,PhD,96877.0 GBP,Saudi Arabia,96877,GBP,121096.25
253,Esraa Wahid,Esraa,Wahid,F,1974-02-27,2016-03-13,ewahid@gmail.com,51,9,Dubai,Dentist,S,PhD,84974.0 GBP,United Arab Emirates,84974,GBP,106217.5
254,Kareem Wael,Kareem,Wael,M,1971-12-20,2025-07-25,kwael@gmail.com,54,0,Tokyo,Doctor,S,Bachelor,47549.87380952381 EUR,Japan,47549,EUR,50877.43
255,Radwa Hany,Radwa,Hany,F,1995-05-25,2018-02-18,radwa.hany@gmail.com,30,7,Seoul,Sales Manager,M,PhD,90385.0 CAD,South Korea,90385,CAD,65981.05
256,Hala Ashraf,Hala,Ashraf,F,2002-05-05,2025-01-07,hala.ashraf@gmail.com,23,0,New York,Sales Manager,M,Master,50574.058139534885 CAD,United States,50574,CAD,36919.02
257,Menna Rafik,Menna,Rafik,F,1997-12-17,2015-10-03,menna.rafik@gmail.com,28,10,Jeddah,Software Developer,S,Bachelor,9153.25 AUD,Saudi Arabia,9153,AUD,5949.45
259,Sana Omar,Sana,Omar,F,2004-04-08,2023-06-12,sana.omar@gmail.com,21,2,Mumbai,Data Scientist,M,Bachelor,63639.0 JPY,India,63639,JPY,420.02
260,Mounir Yahya,Mounir,Yahya,M,1992-03-02,2011-06-20,mounir.yahya@gmail.com,33,14,Sydney,Accountant,S,High School,8693.58 CAD,Australia,8693,CAD,6345.89
261,Wafaa Ihab,Wafaa,Ihab,F,1988-10-01,2024-02-08,wihab@gmail.com,37,2,Alexandria,Doctor,M,Masters,53913.0 JPY,Egypt,53913,JPY,355.83
262, Radwa Hussein ,Radwa,Hussein,F,1974-05-24,2016-02-29,radwa.hussein@gmail.com,51,9,Kuwait City,Dentist,M,Masters,95027.0 GBP,Kuwait,95027,GBP,118783.75
263,Tawfik Sherif,Tawfik,Sherif,M,1983-11-22,2012-07-28,tsherif@gmail.com,42,13,Rabat,Electrical Engineer,S,Diploma,8833.17 CAD,Morocco,8833,CAD,6448.09
264,Lobna Abdullah,Lobna,Abdullah,F,1991-03-03,2016-04-08,labdullah@gmail.com,34,9,London,Financial Analyst,S,High School,73256.0 AUD,United Kingdom,73256,AUD,47616.4
265,Layla Omar,Layla,Omar,F,1974-10-15,2023-04-03,layla.omar@gmail.com,51,2,Seoul,Nurse,M,Bachelor,53554.0 EUR,South Korea,53554,EUR,57302.78
266, Khalil Fady ,Khalil,Fady,M,1980-02-04,2012-02-19,khalil.fady@gmail.com,45,13,Beijing,Data Scientist,M,Bachelor,8564.08 CAD,China,8564,CAD,6251.72
267,Nashaat Yahya,Nashaat,Yahya,M,1966-12-05,1987-06-12,nashaat.yahya@gmail.com,58,38,Rabat,Accountant,M,Diploma,11408.58 GBP,Morocco,11408,GBP,14260.0
268,Wafaa Abdelrahman,Wafaa,Abdelrahman,F,1974-05-17,2000-08-14,wafaa.abdelrahman@gmail.com,51,25,Beijing,Civil Engineer,M,Bachelor,10888.33 EGP,China,10888,EGP,348.42
269,Tawfik Tamer,Tawfik,Tamer,M,1985-05-18,2021-06-05,tawfik.tamer@gmail.com,40,4,Cape Town,Civil Engineer,M,Master,66264.0 AUD,South Africa,66264,AUD,43071.6
270,Latif Tawfik,Latif,Tawfik,M,1987-03-12,2006-07-30,latif.tawfik@gmail.com,38,19,Sydney,Graphic Designer,S,Bachelor,134255.0 GBP,Australia,134255,GBP,167818.75
271,Heba Fady,Heba,Fady,F,1987-01-12,2012-03-28,heba.fady@gmail.com,38,13,Seoul,Nurse,M,Bachelor,10245.17 EUR,South Korea,10245,EUR,10962.15
272,Yahya Osama,Yahya,Osama,M,2003-05-10,2025-08-13,yahya.osama@gmail.com,22,0,Mumbai,Sales Manager,M,Bachelor,43706.99571428572 GBP,India,43706,GBP,54632.5
273,Ali Medhat,Ali,Medhat,M,1974-05-18,1999-12-06,ali.medhat@gmail.com,51,26,Beirut,Doctor,S,Bachelor,10100.67 USD,Lebanon,10100,USD,10100.0
274,Khalil Hatem,Khalil,Hatem,M,1995-11-11,2016-11-20,khalil.hatem@gmail.com,30,9,New York,Doctor,M,High School,73184.0 AUD,United States,73184,AUD,47569.6
275,Nada Mahmoud,Nada,Mahmoud,F,1986-10-17,2023-02-24,nada.mahmoud@gmail.com,39,2,London,Software Developer,S,Master,4274.5 AUD,United Kingdom,4274,AUD,2778.1
276,Maha Eslam,Maha,Eslam,F,2004-06-05,2025-03-05,maha.eslam@gmail.com,21,0,Toronto,Electrical Engineer,S,Bachelor,49410.522352941174 GBP,Canada,49410,GBP,61762.5
277,Fatima Hassan,Fatima,Hassan,F,1971-07-26,2021-08-08,fhassan@gmail.com,54,4,Riyadh,Graphic Designer,S,Bachelor,5730.92 GBP,Saudi Arabia,5730,GBP,7162.5
279,Hala Sherif,Hala,Sherif,F,1994-01-05,2024-04-07,hsherif@gmail.com,31,1,Bangkok,Accountant,S,Bachelor,63275.795 GBP,Thailand,63275,GBP,79093.75
280,Khadija Ihab,Khadija,Ihab,F,1975-03-06,2022-03-19,kihab@gmail.com,50,3,Muscat,Teacher,M,High School,5315.83 GBP,Oman,5315,GBP,6643.75
281,Ashraf Ayman,Ashraf,Ayman,M,1978-08-17,2009-06-18,ashraf.ayman@gmail.com,47,16,Los Angeles,Software Developer,S,Bachelor,10961.92 AUD,United States,10961,AUD,7124.65
282,Kamal Hussein,Kamal,Hussein,M,1975-08-13,1994-09-16,kamal.hussein@gmail.com,50,31,Rabat,Software Developer,M,Diploma,118425.0 EUR,Morocco,118425,EUR,126714.75
283,Sana Ziad,Sana,Ziad,F,1981-07-18,2016-09-18,sana.ziad@gmail.com,44,9,London,Business Analyst,M,Masters,6897.58 EGP,United Kingdom,6897,EGP,220.7
284,Rafik Amr,Rafik,Amr,M,1974-01-11,2016-02-15,rafik.amr@gmail.com,51,10,Istanbul,Pharmacist,M,Bachelor,148731.0 GBP,Turkey,148731,GBP,185913.75
285,Noha Kamal,Noha,Kamal,F,1970-08-07,2022-08-03,nkamal@gmail.com,55,3,Rabat,Graphic Designer,M,Master,64135.0 EUR,Morocco,64135,EUR,68624.45
286,Kareem Ibrahim,Kareem,Ibrahim,M,1968-08-28,2019-11-20,kareem.ibrahim@gmail.com,56,6,Sydney,Engineer,M,Bachelor,7495.75 EGP,Australia,7495,EGP,239.84
287,Rafik Wahid,Rafik,Wahid,M,1970-10-23,2021-04-11,rafik.wahid@gmail.com,55,4,Bangkok,Nurse,S,Masters,50495.0 AUD,Thailand,50495,AUD,32821.75
289,Asmaa Hossam,Asmaa,Hossam,F,2006-11-27,2025-06-13,ahossam@gmail.com,18,0,Buenos Aires,Mechanical Engineer,S,Bachelor,72609.56 AUD,Argentina,72609,AUD,47195.85
290,Ihab Khaled,Ihab,Khaled,M,2004-06-16,2024-07-17,ihab.khaled@gmail.com,21,1,Muscat,Sales Manager,M,High School,59971.96666666667 AUD,Oman,59971,AUD,38981.15
291,Tarek Mostafa,Tarek,Mostafa,M,1972-08-05,1991-08-16,tarek.mostafa@gmail.com,53,34,Muscat,Architect,M,PhD,10022.17 JPY,Oman,10022,JPY,66.15
292,Yasmeen Bassem,Yasmeen,Bassem,F,1982-03-17,2003-04-24,yasmeen.bassem@gmail.com,43,22,London,Data Scientist,M,Bachelor,9125.75 USD,United Kingdom,9125,USD,9125.0
293,Sahar Ibrahim,Sahar,Ibrahim,F,1988-10-28,2018-02-20,sahar.ibrahim@gmail.com,37,7,Los Angeles,Sales Manager,S,High School,91659.0 GBP,United States,91659,GBP,114573.75
294,Dina Yahya,Dina,Yahya,F,1992-08-12,2020-02-10,dina.yahya@gmail.com,33,5,Istanbul,Nurse,M,Bachelor,86344.0 AUD,Turkey,86344,AUD,56123.6
295,Khadija Ali,Khadija,Ali,F,1970-07-02,1995-12-01,khadija.ali@gmail.com,55,31,Beirut,Dentist,S,Bachelor,9358.75 AUD,Lebanon,9358,AUD,6082.7
296,Saad Bassem,Saad,Bassem,M,1998-08-26,2024-06-17,sbassem@gmail.com,27,1,Beijing,Software Developer,M,Diploma,44593.0404 EUR,China,44593,EUR,47714.51
297,Hala Jamal,Hala,Jamal,F,1991-12-09,2009-06-03,hjamal@gmail.com,34,16,Alexandria,Sales Manager,S,Bachelor,11979.25 USD,Egypt,11979,USD,11979.0
298,Menna Abdullah,Menna,Abdullah,F,1978-12-09,2008-01-01,mabdullah@gmail.com,47,18,Mexico City,Nurse,S,Bachelor,8840.0 EUR,Mexico,8840,EUR,9458.8
299,Wael Mahmoud,Wael,Mahmoud,M,1967-03-22,1997-03-24,wmahmoud@gmail.com,58,28,Seoul,Graphic Designer,M,PhD,132193.0 CAD,South Korea,132193,CAD,96500.89
300,Ghada Adel,Ghada,Adel,F,1984-07-24,2018-09-20,gadel@gmail.com,41,7,Buenos Aires,Business Analyst,M,High School,5860.83 CAD,Argentina,5860,CAD,4277.8
301,Aisha Latif,Aisha,Latif,F,1985-02-16,2006-08-03,alatif@gmail.com,40,19,Toronto,Dentist,M,Bachelor,148815.0 GBP,Canada,148815,GBP,186018.75
302,Hatem Zaki,Hatem,Zaki,M,2006-11-02,2024-12-17,hatem.zaki@gmail.com,18,1,Sharjah,Nurse,S,Masters,65912.90243243244 CAD,United Arab Emirates,65912,CAD,48115.76
306,Ramy Medhat,Ramy,Medhat,M,1977-10-23,2008-06-19,rmedhat@gmail.com,48,17,Beijing,Teacher,M,PhD,12252.5 CAD,China,12252,CAD,8943.96
307,Ibrahim Hassan,Ibrahim,Hassan,M,1978-02-07,2001-05-27,ibrahim.hassan@gmail.com,47,24,Doha,Financial Analyst,M,PhD,107789.0 USD,Qatar,107789,USD,107789.0
308,Hala Youssef,Hala,Youssef,F,1971-05-19,2022-03-05,hala.youssef@gmail.com,54,3,Rabat,Graphic Designer,S,Masters,5228.92 EGP,Morocco,5228,EGP,167.3
311,Ghada Galal,Ghada,Galal,F,2006-05-28,2024-08-20,ghada.galal@gmail.com,18,1,Jeddah,Lawyer,M,Masters,53618.274358974355 USD,Saudi Arabia,53618,USD,53618.0
312,Amr Hossam,Amr,Hossam,M,1977-04-15,1997-12-09,ahossam@gmail.com,48,28,Jeddah,Civil Engineer,M,Masters,134365.0 AUD,Saudi Arabia,134365,AUD,87337.25
313,Reem Latif,Reem,Latif,F,1972-12-13,2021-08-16,reem.latif@gmail.com,53,4,Istanbul,Graphic Designer,M,Bachelor,56534.0 GBP,Turkey,56534,GBP,70667.5
315, Jamal Waleed ,Jamal,Waleed,M,1971-02-04,2016-12-11,jwaleed@gmail.com,54,9,Dubai,Doctor,M,PhD,99371.0 EGP,United Arab Emirates,99371,EGP,3179.87
316,Fady Tarek,Fady,Tarek,M,2005-09-22,2024-09-15,ftarek@gmail.com,20,1,Kuwait City,Lawyer,S,Bachelor,47192.212592592594 CAD,Kuwait,47192,CAD,34450.16
