Full_Name,First_Name,Last_Name,Gender,Date_of_Birth,Hire_Date,Email,Age,Experience_Years,City,Job_Title,Marital_Status,Education_Level,Salary
Layla Abdullah,Layla,Abdullah,F,1991/05/13,2024/10/02,layla.abdullah@gmail.com,34.0,1,"Rabat, Morocco",Electrical Engineer,Single,Bachelor,
Yasmeen Khaled,Yasmeen,Khaled,F,04/25/1969,07/05/1997,yasmeen.khaled@gmail.com,,28,"Toronto, Canada",Teacher,Single,Diploma,134478.0 CAD
Adel Fady,Adel,Fady,M,01/16/2006,06/23/2025,adel.fady@gmail.com,,0,"Riyadh, KSA",Nurse,Single,Diploma,
Rana Galal,Rana,Galal,F,11/25/1969,06/20/2008,rgalal@gmail.com,,17,"Berlin, Germany",Pharmacist,Married,BS,10796.0 EGP
Medhat Jamal,Medhat,Jamal,M,16-05-1982,07-10-2005,medhat.jamal@gmail.com,43.0,20,"Buenos Aires, Argentina",Doctor,Married,B.Sc.,11807.67 GBP
Sana Ramy,Sana,Ramy,F,2006/03/24,2025/09/01,sana.ramy@gmail.com,,0,"São Paulo, Brazil",Mechanical Engineer,Married,Masters,
Aisha Khaled,Aisha,Khaled,F,13-06-1989,19-07-2024,aisha.khaled@gmail.com,36.0,1,"New York, USA",Dentist,Single,M.Sc.,
Khalil Tamer,Khalil,Tamer,M,15-11-2003,28-11-2025,khalil.tamer@gmail.com,22.0,0,"Sharjah, UAE",Data Scientist,Unknown,Diploma,
Waleed Mostafa,Waleed,Mostafa,M,10/09/2005,11/24/2023,waleed.mostafa@gmail.com,20.0,2,"Istanbul, Turkey",sales maneger,Married,Diploma,51380.0 EGP
Samar Latif,Samar,Latif,F,1965/08/25,1991/10/30,slatif@gmail.com,,34,"Doha, Qatar",financial analist,Married,M.Sc.,12329.0 AUD
Hala Ibrahim,Hala,Ibrahim,F,1966/09/10,2026/01/02,hibrahim@gmail.com,,0,"Los Angeles, USA",Nurse,Married,M.Sc.,
Kareem Ihab,Kareem,Ihab,M,1965/05/17,2025/07/25,kihab@gmail.com,,0,"Sharjah, UAE",Lawyer,Single,PhD,
Sami Rafik,Sami,Rafik,M,1997/02/09,2016/12/15,sami.rafik@gmail.com,28.0,9,"Seoul, South Korea",Graphic Designer,,Masters,89332.0 GBP
Fatima Fady,Fatima,Fady,F,01/01/1981,07/03/2006,ffady@gmail.com,44.0,19,"Toronto, Canada",Graphic Designer,M,Diploma,8540.25 GBP
Nour Sami,Nour,Sami,F,1968/04/16,2000/12/13,nour.sami@gmail.com,,25,"Rabat, Morocco",Software Developer,Married,BS,106920.0 CAD
Sami Ashraf,Sami,Ashraf,M,1984/01/04,2016/08/26,sami.ashraf@gmail.com,41.0,9,"Seoul, South Korea",%Dentist,Single,Bachelor,6946.67 CAD
Adel Amr,Adel,Amr,M,09/06/1984,10/04/2007,adel.amr@gmail.com,41.0,18,"New York, USA",Pharmacist,Married,B.Sc.,108178.0 AUD
Ruqayya Bassem,Ruqayya,Bassem,F,11-08-1981,04-03-2020,ruqayya.bassem@gmail.com,44.0,5,"Jeddah, KSA",ENgIneER,Unknown,M.Sc.,88144.0 JPY
Yasmeen Nader,Yasmeen,Nader,F,05-07-1973,11-11-2014,ynader@gmail.com,52.0,11,"New York, USA",Sales Manager,Single,Diploma,121992.0 EGP
Nader Youssef,Nader,Youssef,M,25-08-2005,20-11-2024,nader.youssef@gmail.com,20.0,1,"Doha, Qatar",Doctor,Married,Bachelor,
Hany Ibrahim,Hany,Ibrahim,M,05-08-1980,06-09-2005,hibrahim@gmail.com,45.0,20,"Mansoura, Egypt",Financial Analyst,Married,Bachelor,11465.17 EGP
Fouad Jamal,Fouad,Jamal,M,27-09-1972,27-12-2021,fouad.jamal@gmail.com,53.0,4,"Beirut, Lebanon",Software Developer,S,B.Sc.,62572.0 AUD
Nour Jamal,Nour,Jamal,F,21-03-1982,11-08-2000,NOUR.JAMAL@GMAIL.COM,43.0,25,"New York, USA",Financial Analyst,S,PhD,112412.0 EUR
Omar Amr,Omar,Amr,M,1965/07/16,2010/12/06,omar.amr@gmail.com,,15,"Berlin, Germany",Lawyer,M,PhD,115198.0 EUR
Eslam Abdullah,Eslam,Abdullah,M,09/06/1974,03/01/1999,eslam.abdullah@gmail.com,51.0,26,"Moscow, Russia",Pharmacist,Single,Masters,138312.0 EUR
Ziad Rafik,Ziad,Rafik,M,1967/04/22,2012/10/27,ziad.rafik@gmail.com,nan,13,"Mumbai, India",Architect,Married,Masters,120295.0 EUR
Layla Galal,Layla,Galal,F,02-08-1971,31-12-2017,layla.galal@gmail.com,54.0,8,"Jeddah, KSA",meCHaNicAl ENgINeEr,Married,Masters,77601.0 AUD
Zaki Ahmed,Zaki,Ahmed,M,1977/04/02,2018/10/15,ZAHMED@GMAIL.COM,48.0,7,"São Paulo, Brazil",Graphic Designer,Single,BS,78217.0 GBP
Layla Nabil,Layla,Nabil,F,10/11/1996,03/01/2023,layla.nabil@gmail.com,29.0,2,"London, UK",civil engineer,Married,PhD,5448.17 USD
Ashraf Saad,Ashraf,Saad,M,04/28/1997,08/26/2021,asaad@gmail.com,28.0,4,"Cape Town, South Africa",Business Analyst,Single,Bachelor,4349.33 JPY
Kamal Rafik,Kamal,Rafik,M,04/17/1989,04/07/2013,kamal.rafik@gmail.com,36.0,12,"Jeddah, KSA",Sales Manger,Single,High School,113227.0 JPY
Aisha Ihab,Aisha,Ihab,F,11/08/1989,10/23/2019,aihab@gmail.com,36.0,6,"Abu Dhabi, UAE",Accountant,S,High School,6437.67 USD
Abdullah Ali,Abdullah,Ali,M,1991/04/23,2014/01/24,abdullah.ali@gmail.com,34.0,12,"Kuwait City, Kuwait",Civil Enginere,Married,Masters,9804.25 GBP
Hany Maged,Hany,Maged,M,08/07/1985,11/08/2007,hmaged@gmail.com,40.0,18,"New York, USA",Architect,S,PhD,104068.0 AUD
Reem Saad,Reem,Saad,F,1971/02/22,2020/05/19,rsaad@gmail.com,54.0,5,"Muscat, Oman",Engineer,Single,PhD,92485.0 EGP
Sana Galal,Sana,Galal,F,11/26/1977,10/26/1998,sana.galal@gmail.com,48.0,27,"Los Angeles, USA",Engeneer,Single,BS,114786.0 CAD
Khalil Eslam,Khalil,Eslam,M,1995/02/12,2017/06/26,khalil.eslam@gmail.com,30.0,8,"Beirut, Lebanon",Nurse,Married,PhD,7012.17 CAD
Ruqayya Medhat,Ruqayya,Medhat,F,09/01/1968,02/17/1995,ruqayya.medhat@gmail.com,,31,"Rabat, Morocco",Civil Engineer,Single,BS,116421.0 GBP
Heba Mostafa,Heba,Mostafa,F,2000/02/17,2018/08/14,heba.mostafa@gmail.com,25.0,7,"Rabat, Morocco",Dentist,,M.Sc.,78163.0 EUR
Salma Nabil,Salma,Nabil,F,13-10-2001,04-06-2025,salma.nabil@gmail.com,24.0,0,"Berlin, Germany",Engeneer,Married,Diploma,
Hesham Abdelrahman,Hesham,Abdelrahman,M,15-04-1998,31-03-2018,hesham.abdelrahman@gmail.com,27.0,7,"São Paulo, Brazil",Architect,Single,High School,7819.58 AUD
Heba Mounir,Heba,Mounir,F,2004/07/23,2024/11/23,hmounir@gmail.com,21.0,1,"Toronto, Canada",Graphic Designer,Married,M.Sc.,
Wael Medhat,Wael,Medhat,M,2003/01/21,2025/06/05,wael.medhat@gmail.com,22.0,0,"Istanbul, Turkey",Data Scientist,Single,PhD,
Sami Hassan,Sami,Hassan,M,17-02-1989,09-10-2021,sami.hassan@gmail.com,36.0,4,"Jeddah, KSA",Sales Managr,Single,Masters,54456.0 JPY
Nour Hatem,Nour,Hatem,F,1996/03/06,2022/03/18,nour.hatem@gmail.com,29.0,3,"Riyadh, KSA",grAPhIC DesiGneR,Single,M.Sc.,4501.08 CAD
Medhat Sami,Medhat,Sami,M,04/25/1975,10/19/2008,medhat.sami@gmail.com,50.0,17,"Rabat, Morocco",Graphic Designer,Single,Bachelor,106753.0 EGP
Khadija Mahmoud,Khadija,Mahmoud,F,04/19/1993,04/10/2017,khadija.mahmoud@gmail.com,32.0,8,"Sydney, Australia",MECHaNiCaL EngiNEer,Unknown,PhD,7126.33 EGP
Tarek Hatem,Tarek,Hatem,M,1991/02/18,2021/07/15,tarek.hatem@gmail.com,34.0,4,"Mumbai, India",Pharmacist,M,Diploma,69148.0 CAD
Yasmeen Kamal,Yasmeen,Kamal,F,15-12-1978,12-02-2004,yasmeen.kamal@gmail.com,47.0,22,"Muscat, Oman",Mechanical Engeneer,M,Bachelor,111202.0 JPY
Nabil Tarek,Nabil,Tarek,M,02/02/1980,03/08/2018,nabil.tarek@gmail.com,45.0,7,"Alexandria, Egypt",Lawyer,Unknown,M.Sc.,8036.75 EUR
Hanan Tarek,Hanan,Tarek,F,1975/03/05,1995/08/01,HANAN.TAREK@GMAIL.COM,50.0,30,"Cairo, Egypt",Architect,Single,B.Sc.,9788.58 GBP
Hala Hassan,Hala,Hassan,F,02/18/1976,09/22/2013,HALA.HASSAN@GMAIL.COM,49.0,12,"Seoul, South Korea",Business Analyst,Married,Masters,10602.0 GBP
Ibrahim Abdelrahman,Ibrahim,Abdelrahman,M,2007/01/13,2025/04/13,iabdelrahman@gmail.com,,0,"Berlin, Germany",Teacher,Single,M.Sc.,
Asmaa Kareem,Asmaa,Kareem,F,01/23/1993,01/02/2023,asmaa.kareem@gmail.com,32.0,3,"Beijing, China",Business Analyst,Married,High School,56428.0 AUD
 Jamal Hatem ,Jamal,Hatem,M,09/06/1972,06/08/1990,jhatem@gmail.com,53.0,35,"Beirut, Lebanon",Techer,Married,B.Sc.,9401.33 EGP
Hossam Wael,Hossam,Wael,M,26-11-1982,03-10-2007,hossam.wael@gmail.com,43.0,18,"Amman, Jordan",Data Scientst,Single,M.Sc.,119630.0 CAD
Nada Maged,Nada,Maged,F,04/15/1995,06/14/2018,nada.maged@gmail.com,30.0,7,"Muscat, Oman",Dentist,Married,Diploma,7628.67 GBP
Heba Khalil,Heba,Khalil,F,10/07/2005,07/01/2025,HEBA.KHALIL@GMAIL.COM,20.0,0,"Seoul, South Korea",DaTA SCiEntIST,Single,Masters,
Esraa Ziad,Esraa,Ziad,F,10-03-1987,29-07-2020,esraa.ziad@gmail.com,38.0,5,"Amman, Jordan",FINancIAl anaLYiST,Married,B.Sc.,79468.0 GBP
Zainab Latif,Zainab,Latif,F,1975/02/14,1998/06/25,zainab.latif@gmail.com,50.0,27,"Riyadh, KSA",Teacher,Married,High School,10611.92 USD
Lina Ihab,Lina,Ihab,F,13-07-1976,06-11-2018,lihab@gmail.com,49.0,7,"Mansoura, Egypt",lawyer,Married,BS,90051.0 JPY
Medhat Omar,Medhat,Omar,M,23-02-1996,12-05-2016,MEDHAT.OMAR@GMAIL.COM,29.0,9,"Riyadh, KSA",Electrical Enginear,Married,Diploma,83119.0 AUD
Aisha Abdelrahman,Aisha,Abdelrahman,F,11-11-1996,31-07-2021,aisha.abdelrahman@gmail.com,29.0,4,"Jeddah, KSA",Sales Manager,Married,Masters,64710.0 CAD
Nour Amr,Nour,Amr,F,2005/05/23,2025/02/15,namr@gmail.com,20.0,0,"S3oul, South Kor3@",Mechanical Engineer,Single,Bachelor,
Khaled Bassem,Khaled,Bassem,M,12/05/1968,04/25/2007,kbassem@gmail.com,,18,"Kuwait City, Kuwait",ENGINEER,Single,High School,122424.0 JPY
Youssef Nashaat,Youssef,Nashaat,M,1969/05/05,1994/02/17,youssef.nashaat@gmail.com,,32,"Buenos Aires, Argentina",Software Devloper,,High School,107718.0 EUR
Hassan Zaki,Hassan,Zaki,M,27-03-1994,03-10-2013,hzaki@gmail.com,31.0,12,"Istanbul, Turkey",Dentist,Single,M.Sc.,9085.17 USD
Zainab Eslam,Zainab,Eslam,F,16-01-1972,17-01-2020,zainab.eslam@gmail.com,53.0,6,"Cairo, Egypt",Teacher,Married,BS,78721.0 EGP
Mohamed Hany,Mohamed,Hany,M,07/11/1972,07/12/2003,mohamed.hany@gmail.com,53.0,22,"Berlin, Germany",Lawyer,Single,PhD,126766.0 CAD
Jamal Nabil,Jamal,Nabil,M,03/22/1989,08/07/2009,jamal.nabil@gmail.com,36.0,16,"Doha, Qatar",Enginear,Single,High School,144062.0 CAD
Sahar Abdullah,Sahar,Abdullah,F,1993/06/19,2016/09/15,sahar.abdullah@gmail.com,32.0,9,"Toronto, Canada",sofTwARe DeVELoPER,Married,M.Sc.,96607.0 AUD
Hanan Hassan,Hanan,Hassan,F,09/04/1974,07/07/2012,hhassan@gmail.com,51.0,13,"Alexandria, Egypt",deNtiST,M,PhD,105381.0 GBP
Rania Yahya,Rania,Yahya,F,1986/02/19,2025/07/26,rania.yahya@gmail.com,39.0,0,"Beijing, China",Architect,Married,High School,
Hossam Khalil,Hossam,Khalil,M,15-01-1987,20-05-2013,hossam.khalil@gmail.com,38.0,12,"London, UK",Lawyer,Married,B.Sc.,122156.0 AUD
Rania Jamal,Rania,Jamal,F,01/03/1970,02/12/2012,rania.jamal@gmail.com,55.0,14,"Toronto, Canada",Civil Engeneer,Married,Masters,145947.0 AUD
Tarek Medhat,Tarek,Medhat,M,03-12-1995,08-01-2020,tarek.medhat@gmail.com,30.0,6,"Beijing, China",Mechanical Engineer,Married,Bachelor,90143.0 EGP
Hala Khaled,Hala,Khaled,F,1969/04/14,1998/10/25,hala.khaled@gmail.com,,27,"Sydney, Australia",Civil Enginere,Single,Bachelor,143915.0 GBP
Amr Hussein,Amr,Hussein,M,2006/09/09,2025/01/10,AMR.HUSSEIN@GMAIL.COM,,1,"Cape Town, South Africa",software developer,Single,M.Sc.,
Rania Bassem,Rania,Bassem,F,22-08-1997,29-11-2023,rania.bassem@gmail.com,28.0,2,"Sharjah, UAE",Financial Analyst,Single,Masters,5165.5 CAD
Ruqayya Tamer,Ruqayya,Tamer,F,1989/05/16,2008/12/18,rtamer@gmail.com,36.0,17,"São Paulo, Brazil",Sales Managr,Married,B.Sc.,10691.17 CAD
Khadija Nader,Khadija,Nader,F,1975/09/18,2002/07/18,khadija.nader@gmail.com,50.0,23,"Riyadh, KSA",Data Scientist,Married,BS,10004.42 JPY
Osama Yahya,Osama,Yahya,M,11/01/1998,03/23/2025,osama.yahya@gmail.com,27.0,0,"Berlin, Germany",electrical engeneer,Married,M.Sc.,
Khalil Mohamed,Khalil,Mohamed,M,1967/08/18,1985/05/09,khalil.mohamed@gmail.com,,40,"São Paulo, Brazil",Electrical Engineer,Single,High School,141587.0 JPY
Aisha Maged,Aisha,Maged,F,07-10-1971,07-11-2022,aisha.maged@gmail.com,54.0,3,"Beirut, Lebanon",Sales Manager,Single,Masters,59380.0 USD
Amr Sami,Amr,Sami,M,2007/12/12,2025/04/21,amr.sami@gmail.com,,0,"Alexandria, Egypt",Nurse,Single,Bachelor,
Kamal Fouad,Kamal,Fouad,M,01/08/2004,06/13/2024,kamal.fouad@gmail.com,21.0,1,"Kuw@it City, Kuw@it",dENtisT,Married,Diploma,
Mounir Tarek,Mounir,Tarek,M,12/14/2005,11/26/2025,mounir.tarek@gmail.com,20.0,0,"Toronto, Canada",PhArmAcISt,S,BS,
Nour Tamer,Nour,Tamer,F,07/05/1966,12/04/1985,nour.tamer@gmail.com,,40,"Beijing, China",Teacher,Single,B.Sc.,11579.25 USD
Maha Osama,Maha,Osama,F,22-01-1967,10-12-1987,maha.osama@gmail.com,,38,"Alexandria, Egypt",Dentist,Single,Bachelor,128942.0 CAD
Medhat Medhat,Medhat,Medhat,M,06/13/2004,07/30/2024,MMEDHAT@GMAIL.COM,21.0,1,"Beirut, Lebanon",Doctor,Married,BS,
Hassan Abdelrahman,Hassan,Abdelrahman,M,09/09/1994,04/30/2025,hassan.abdelrahman@gmail.com,31.0,0,"Paris, France",Electrical Enginear,Single,BS,
Nada Osama,Nada,Osama,F,25-03-1992,11-01-2021,nada.osama@gmail.com,33.0,5,"Abu Dhabi, UAE",Accountant,Married,Bachelor,94731.0 JPY
Noha Hatem,Noha,Hatem,F,05-04-2000,12-09-2025,noha.hatem@gmail.com,25.0,0,"Rabat, Morocco",graphic designer,Single,High School,
Sana Ziad,Sana,Ziad,F,1989/07/10,2017/03/27,sana.ziad@gmail.com,36.0,8,"Riyadh, KSA",architEcT,Single,PhD,96877.0 GBP
Esraa Wahid,Esraa,Wahid,F,02/27/1974,03/13/2016,EWAHID@GMAIL.COM,51.0,9,"Dubai, UAE",Dentist,S,PhD,84974.0 GBP
Kareem Wael,Kareem,Wael,M,20-12-1971,25-07-2025,kwael@gmail.com,54.0,0,"Tokyo, Japan",Doctor,Single,B.Sc.,
Radwa Hany,Radwa,Hany,F,25-05-1995,18-02-2018,radwa.hany@gmail.com,30.0,7,"Seoul, South Korea",Sales Manager,Married,PhD,90385.0 CAD
Hala Ashraf,Hala,Ashraf,F,05-05-2002,01-07-2025,hala.ashraf@gmail.com,23.0,0,"New York, USA",Sales Manager,Married,M.Sc.,
Menna Rafik,Menna,Rafik,F,1997/12/17,2015/10/03,menna.rafik at gmail.com,28.0,10,"Jeddah, KSA",SOFTWARE DEVELOPER,Single,BS,9153.25 AUD
Amr Mounir,Amr,Mounir,M,21-08-2007,28-12-2025,amounir@gmail.com,nan,0,"Rabat, Morocco",ACCOUNTANT,,BS,
Sana Omar,Sana,Omar,F,04/08/2004,06/12/2023,sana.omar at gmail.com,21.0,2,"Mumbai, India",Data Scientist,Married,BS,63639.0 JPY
Mounir Yahya,Mounir,Yahya,M,03/02/1992,06/20/2011,mounir.yahya@gmail.com,33.0,14,"Sydney, Australia",Accountant,Single,High School,8693.58 CAD
Wafaa Ihab,Wafaa,Ihab,F,10/01/1988,02/08/2024,wihab@gmail.com,37.0,2,"Alexandria, Egypt",docteur,Married,Masters,53913.0 JPY
 Radwa Hussein ,Radwa,Hussein,F,05/24/1974,02/29/2016,radwa.hussein@gmail.com,51.0,9,"Kuwait City, Kuwait",Dentist,Married,Masters,95027.0 GBP
Tawfik Sherif,Tawfik,Sherif,M,22-11-1983,28-07-2012,TSHERIF@GMAIL.COM,42.0,13,"Rabat, Morocco",Electrical Engineer,Single,Diploma,8833.17 CAD
Lobna Abdullah,Lobna,Abdullah,F,03/03/1991,04/08/2016,labdullah@gmail.com,34.0,9,"London, UK",Financial Analyst,Single,High School,73256.0 AUD
Layla Omar,Layla,Omar,F,1974/10/15,2023/04/03,LAYLA.OMAR@GMAIL.COM,51.0,2,"Seoul, South Korea",nurse,Married,BS,53554.0 EUR
 Khalil Fady ,Khalil,Fady,M,02/04/1980,02/19/2012,khalil.fady@gmail.com,45.0,13,"Beijing, China",Data Scinetist,Married,B.Sc.,8564.08 CAD
Nashaat Yahya,Nashaat,Yahya,M,12-05-1966,06-12-1987,nashaat.yahya@gmail.com,,38,"Rabat, Morocco",Accountant,Married,Diploma,11408.58 GBP
Wafaa Abdelrahman,Wafaa,Abdelrahman,F,1974/05/17,2000/08/14,wafaa.abdelrahman@gmail.com,51.0,25,"Beijing, China",Civil Engineer,Married,Bachelor,10888.33 EGP
Tawfik Tamer,Tawfik,Tamer,M,05/18/1985,06/05/2021,tawfik.tamer@gmail.com,40.0,4,"Cape Town, South Africa",civil engineer,Married,M.Sc.,66264.0 AUD
Latif Tawfik,Latif,Tawfik,M,1987/03/12,2006/07/30,latif.tawfik@gmail.com,38.0,19,"Sydney, Australia",GrAphIC DeSiGNer,Single,BS,134255.0 GBP
Heba Fady,Heba,Fady,F,01-12-1987,28-03-2012,heba.fady@gmail.com,38.0,13,"Seoul, South Korea",Nurse,Married,BS,10245.17 EUR
Yahya Osama,Yahya,Osama,M,05-10-2003,13-08-2025,yahya.osama@gmail.com,22.0,0,"Mumbai, India",sales manager,Married,Bachelor,
Ali Medhat,Ali,Medhat,M,18-05-1974,12-06-1999,ali.medhat@gmail.com,51.0,26,"Beirut, Lebanon",Doctor,Single,Bachelor,10100.67 USD
Khalil Hatem,Khalil,Hatem,M,11/11/1995,11/20/2016,khalil.hatem@gmail.com,30.0,9,"New York, USA",Doctor,Married,High School,73184.0 AUD
Nada Mahmoud,Nada,Mahmoud,F,17-10-1986,24-02-2023,nada.mahmoud@gmail.com,39.0,2,"London, UK",SoFTwAre deVeLOPer,Single,M.Sc.,4274.5 AUD
Maha Eslam,Maha,Eslam,F,2004/06/05,2025/03/05,maha.eslam@gmail.com,21.0,0,"Toronto, Canada",Electrical Enginere,Single,BS,
Fatima Hassan,Fatima,Hassan,F,1971/07/26,2021/08/08,fhassan@gmail.com,54.0,4,"Riyadh, KSA",Graphic Designer,Single,Bachelor,5730.92 GBP
Hussein Omar,Hussein,Omar,M,1995/12/16,2021/02/23,homar@gmail.com,30.0,4,"Seoul, South Korea",Business Analyst,,M.Sc.,4320.75 CAD
Hala Sherif,Hala,Sherif,F,1994/01/05,2024/04/07,hsherif@gmail.com,31.0,1,"Bangkok, Thailand",Accountant,Single,Bachelor,
Khadija Ihab,Khadija,Ihab,F,1975/03/06,2022/03/19,kihab@gmail.com,50.0,3,"Muscat, Oman",TEACHER,Married,High School,5315.83 GBP
Ashraf Ayman,Ashraf,Ayman,M,1978/08/17,2009/06/18,ashraf.ayman@gmail.com,47.0,16,"Los Angeles, USA",Software Devloper,Single,Bachelor,10961.92 AUD
Kamal Hussein,Kamal,Hussein,M,13-08-1975,16-09-1994,kamal.hussein@gmail.com,50.0,31,"Rabat, Morocco",Software Developer,Married,Diploma,118425.0 EUR
Sana Ziad,Sana,Ziad,F,1981/07/18,2016/09/18,sana.ziad@gmail.com,44.0,9,"London, UK",Business Analist,Married,Masters,6897.58 EGP
Rafik Amr,Rafik,Amr,M,01-11-1974,15-02-2016,rafik.amr at gmail.com,51.0,10,"Istanbul, Turkey",Pharmacist,Married,Bachelor,148731.0 GBP
Noha Kamal,Noha,Kamal,F,08-07-1970,08-03-2022,nkamal@gmail.com,55.0,3,"Rabat, Morocco",Graphic Designer,Married,M.Sc.,64135.0 EUR
Kareem Ibrahim,Kareem,Ibrahim,M,28-08-1968,20-11-2019,KAREEM.IBRAHIM@GMAIL.COM,,6,"Sydney, Australia",Engineer,M,Bachelor,7495.75 EGP
Rafik Wahid,Rafik,Wahid,M,1970/10/23,2021/04/11,rafik.wahid@gmail.com,55.0,4,"Bangkok, Thailand",Nurse,Single,Masters,50495.0 AUD
Samar Mohamed,Samar,Mohamed,F,1973/05/09,1993/04/09,samar.mohamed@gmail.com,52.0,32,"Doha, Qatar",Graphic Designer,,PhD,10493.0 EGP
Asmaa Hossam,Asmaa,Hossam,F,11/27/2006,06/13/2025,ahossam@gmail.com,,0,"Buenos Aires, Argentina",Mechanical Engineer,Single,BS,
Ihab Khaled,Ihab,Khaled,M,16-06-2004,17-07-2024,ihab.khaled@gmail.com,21.0,1,"Muscat, Oman",Sales Manager,Married,High School,
Tarek Mostafa,Tarek,Mostafa,M,08-05-1972,16-08-1991,tarek.mostafa@gmail.com,53.0,34,"Muscat, Oman",Architect,Married,PhD,10022.17 JPY
Yasmeen Bassem,Yasmeen,Bassem,F,1982/03/17,2003/04/24,yasmeen.bassem@gmail.com,43.0,22,"London, UK",Data Scientist,Married,BS,9125.75 USD
Sahar Ibrahim,Sahar,Ibrahim,F,1988/10/28,2018/02/20,sahar.ibrahim@gmail.com,37.0,7,"Los Angeles, USA",Sales Manager,Single,High School,91659.0 GBP
Dina Yahya,Dina,Yahya,F,08-12-1992,02-10-2020,dina.yahya@gmail.com,33.0,5,"Istanbul, Turkey",NURSE,Married,Bachelor,86344.0 AUD
Khadija Ali,Khadija,Ali,F,07-02-1970,12-01-1995,khadija.ali@gmail.com,55.0,31,"Beirut, Lebanon",Dentist,Single,BS,9358.75 AUD
Saad Bassem,Saad,Bassem,M,26-08-1998,17-06-2024,sbassem@gmail.com,27.0,1,"Beijing, China",soFTwaRE dEVeloPer,Married,Diploma,
Hala Jamal,Hala,Jamal,F,1991/12/09,2009/06/03,hjamal@gmail.com,34.0,16,"Alexandria, Egypt",Sales Managr,Single,BS,11979.25 USD
Menna Abdullah,Menna,Abdullah,F,12/09/1978,01/01/2008,mabdullah@gmail.com,47.0,18,"Mexico City, Mexico",Nurse,Single,B.Sc.,8840.0 EUR
Wael Mahmoud,Wael,Mahmoud,M,03/22/1967,03/24/1997,wmahmoud@gmail.com,,28,"Seoul, South Korea",GRApHIc DEsIGNER,Married,PhD,132193.0 CAD
Ghada Adel,Ghada,Adel,F,1984/07/24,2018/09/20,gadel@gmail.com,41.0,7,"Buenos Aires, Argentina",Business Analyst,Married,High School,5860.83 CAD
Aisha Latif,Aisha,Latif,F,02/16/1985,08/03/2006,alatif@gmail.com,40.0,19,"Toronto, Canada",Dentist,Married,Bachelor,148815.0 GBP
Hatem Zaki,Hatem,Zaki,M,11-02-2006,17-12-2024,hatem.zaki@gmail.com,,1,"Sharjah, UAE",Nurse,Single,Masters,
Hamza Amr,Hamza,Amr,M,1970/01/10,2004/03/13,hamza.amr@gmail.com,55.0,21,"Alexandria, Egypt",Architect,,M.Sc.,136216.0 AUD
Mariam Nabil,Mariam,Nabil,F,23-08-1971,01-07-1992,mariam.nabil@gmail.com,54.0,33,"London, UK",SOFTWARE DEVELOPER,Unknown,PhD,8705.17 CAD
Nour Fady,Nour,Fady,F,25-12-1988,09-02-2008,nfady@gmail.com,37.0,18,"Kuwait City, Kuwait",Civil Enginear,Unknown,Diploma,9956.0 GBP
Ramy Medhat,Ramy,Medhat,M,23-10-1977,19-06-2008,rmedhat@gmail.com,48.0,17,"Beijing, China",Techer,Married,PhD,12252.5 CAD
Ibrahim Hassan,Ibrahim,Hassan,M,02-07-1978,27-05-2001,ibrahim.hassan@gmail.com,47.0,24,"Doha, Qatar",Financial Analyst,Married,PhD,107789.0 USD
Hala Youssef,Hala,Youssef,F,1971/05/19,2022/03/05,hala.youssef@gmail.com,54.0,3,"Rabat, Morocco",Graphic Designer,Single,Masters,5228.92 EGP
Hamza Bassem,Hamza,Bassem,M,25-11-1980,14-08-2006,hamza.bassem@gmail.com,45.0,19,"Paris, France",Nurse,Unknown,B.Sc.,9495.0 AUD
Jamal Jamal,Jamal,Jamal,M,12-02-1977,15-04-2021,JAMAL.JAMAL@GMAIL.COM,48.0,4,"Cape Town, South Africa",fINanCiaL aNALyst,Unknown,Diploma,58912.0 CAD
Ghada Galal,Ghada,Galal,F,05/28/2006,08/20/2024,GHADA.GALAL@GMAIL.COM,,1,"Jeddah, KSA",Lawyer,Married,Masters,
Amr Hossam,Amr,Hossam,M,15-04-1977,12-09-1997,ahossam@gmail.com,48.0,28,"Jeddah, KSA",civil enginear,Married,Masters,134365.0 AUD
Reem Latif,Reem,Latif,F,1972/12/13,2021/08/16,reem.latif@gmail.com,53.0,4,"Istanbul, Turkey",Graphic Designer,Married,BS,56534.0 GBP
Abdullah Ibrahim,Abdullah,Ibrahim,M,1974/10/16,1997/03/30,aibrahim@gmail.com,51.0,28,"Moscow, Russia",Lawyer,,High School,128447.0 CAD
 Jamal Waleed ,Jamal,Waleed,M,02-04-1971,12-11-2016,jwaleed@gmail.com,54.0,9,"Dubai, UAE",Docter,Married,PhD,99371.0 EGP
Fady Tarek,Fady,Tarek,M,09/22/2005,09/15/2024,ftarek@gmail.com,20.0,1,"Kuwait City, Kuwait",Lawyer,Single,Bachelor,
Mounir Ashraf,Mounir,Ashraf,M,10/23/1976,10/19/2002,mounir.ashraf@gmail.com,49.0,23,"Seoul, South Korea",Nurse,Single,Masters,8829.08 EUR
Adel Hossam,Adel,Hossam,M,03-06-1989,15-01-2008,adel.hossam@gmail.com,36.0,18,"Los Angeles, USA",Mechanical Engeneer,Single,Masters,9572.58 JPY
Hatem Nader,Hatem,Nader,M,1993/01/02,2020/11/20,hatem.nader@gmail.com,32.0,5,"Sydney, Australia",Financial Analyst,Single,Diploma,86909.0 EUR
